,place,info,문의 및 안내,홈페이지,주소,이용시간,휴일,주차,화장실,입장료,접근로,review,주차 요금,이용요금,체험,출입통로,장애인 주차 안내,엘리베이터,수유실,판매 품목,이용가능시설,주차요금,지정현황,체험가능 연령,유모차,휠체어,지체장애 기타 상세,입점브랜드,규모,대중 교통,주요시설,할인 정보,수용인원,오디오 가이드,시각장애 기타상세,관람석,점자 홍보물,보조견 동반,보유장비,안내 요원,시설이용료,부대시설,점자 블록,이용 시기,강습안내,청각 장애 기타상세,코스안내,영유아가족 기타상세,유아용보조의자,개장기간,대여안내,유도안내 설비,예약안내 홈페이지,객실,자막 비디오 가이드,수화 안내,매표소,입실시간,퇴실시간,객실내 취사 여부,식음료장,객실수,영업시간,대표메뉴,취급메뉴,큰활자 홍보물,홍보물,예약안내,객실유형,바비큐장여부,세미나실 여부,좌석수,사우나실 여부,캠프파이어 여부,스포츠 시설 여부,자전거 대여 여부,공용 PC실 여부,휘트니스 센터 여부,노래방 여부,청각장애용 객실,뷰티시설여부,공용 샤워실 여부,청각장애 기타상세,보조견동반
7239,조은리조트,"제주도 서귀포시에 위치한 조은리조트는 다양한 최신 설비를 갖추고 있으며 고객을 한 번 더 생각하는 서비스를 통해 편안하게 머무를 수 있도록 모든 편의를 제공하고 있다. 또한 다양한 평수와 각각의 다른 주제와 색깔을 지닌 객실을 갖고 있다. 침대, 소파, 식탁 등 모든 가구는 제주 장인이 직접 디자인하고 제작한 원목가구로 본드나 페인트를 전혀 사용하지 않았으며 가구 하나하나에도 살아있는 자연의 숨소리를 담았다. 부부와 연인들의 결혼기념일, 생일 등 다양한 추억을 남길 수 있는 이벤트 등은 이색적인 공간속에서 더욱 특별함을 느낄 수 있다. 각종 차와 입욕제는 직접 만든 순수 자연산으로 마음 놓고 즐길 수 있으며, 유네스코 전통작품으로 인증된 제주 흙으로 만든 제주 도예의 세계를 만나볼 수 있는 공간도 준비되어 있다. 세미나실, 노래방, 레스토랑, 수영장, 바비큐장 등 편리한 각종 부대시설은 고객들의 휴식에 한층 즐거움을 더해주며 관광지와 유원지, 낚시, 스포츠 시설 등 모두 반경 5분 거리에 있어 언제 어디서든 만족을 느낄 수 있는 휴양지이다.",,,제주특별자치도 서귀포시 이어도로 721 (강정동),,,,,,,,,,,,,,,,,,,,,,,,"연면적 2,599㎡, 지상 3층",,,,162명,,,,,,,,,"세미나실, 야외 수영장, 노래방, 갤러리샵, 바베큐장",,,,,,,,,,,,,,,,15:00,익일11:30,가능,레스토랑,33실,,,,,,,"18평형, 26평형, 32평형",,,,,,,,,,,,,,,
7242,벵가스테이,"제주 서귀포시 성산읍 일주동로에 위치한 벵가스테이는 성산일출봉을 배경으로 한 아름다운 숙박시설이다. 다양한 타입의 150개 객실과 정원, 수영장을 비롯해 실내어린이놀이터, 세미나실, 미팅룸, 식당 및 카페 등의 부대시설을 갖췄다. 본관 4층에는 일출전망대가 있어 투숙객 모두가 이곳에서 바다일출을 감사할 수 있다. 리조트는 본관과 별관, 신관의 세 동으로 구성되며 총 10가지 유형의 객실을 보유하고 있다. 객실에 따라 최소 2인부터 최대 6인까지 지낼 수 있으며 양실과 한실 중 선택이 가능하다. 전 객실에서 취사는 금지되어 있지만 냉장고, 전기포트, 전자레인지가 구비되어 있다. 주변 관광지로는 성산일출봉, 섭지코지, 아쿠아플라넷, 우도, 종달리해변, 광치기해변, 성읍민속마을 등이 있으며 공항으로부터 승용차로 약 50분이 소요된다.",,http://jejucordelia.com,제주특별자치도 서귀포시 성산읍 일주동로4120번길 2320,,,주차 가능,장애인전용 화장실 있음 (1층),,,,,,,높낮이 차가 없어 휠체어로 출입가능,장애인전용 주차구역 있음 (3개)_무장애 편의시설,엘리베이터 있음,,,,,,,,,,,,,,,,,,,,,,,,"수영장, 키즈카페, 족욕실, 편의점, 세미나실, 세탁실, 비즈니스센터",점자블록 설치되어있음,,,,,,,,,,,"장애인전용 객실 있음 (2층, 3실)",,,,16:00,익일 11:00,불가,"식당, 바비큐장",150실,,,,,,050714692243,"본관 한실, 스위트, 스탠다드 별관 스위트, 스탠다드 신관 20평, 스탠다드",있음,있음,,,,,,,,,,,,,
7243,켄싱턴리조트 서귀포,켄싱턴리조트 서귀포는 송림지대에 자리 잡았기 때문에 초기 설계부터 자연친화적인 측면을 강조했다. 제주에서 유일한 담수 강정천과 서귀포 앞바다에 위치해 천혜의 입지조건을 갖추고 있으며 원래 인적이 드문 곳이라 조용하다.,,http://www.kensingtonresort.co.kr,제주특별자치도 서귀포시 이어도로 684,,,가능,장애인 화장실 있음(로비),,"출입구까지 경사로가 설치되어 있음(수동문,자동문)",,,,,주출입구는 경사로가 있어 휠체어 접근 가능함,"장애인 주차장 있음(5대,장애인 표지판)_무장애 편의시설",엘리베이터 있음,,,,,,,,,,,지하 1층 ~ 지상 5층,,,,,,,,,,,,,"오션수영장, 모스가든, 마사지숍, 케니샵, 편의점, 갤러리, 오락실, 세탁실, 연회장",,,,,,,,,,,,,,,,15:00,익일 11:00,가능(일부),"애슐리퀸즈(패밀리뷔페), 가든 BBQ, 카페",246실,,,,,,0647390280,"프리미어, 스탠다드, 디럭스, 스위트, 키즈",,,,,,,,,,,,,,,
7245,라헨느리조트,"유럽의 휴양지에 온 듯한 고품격 골프텔, Garden in La Reine 허브류 등 다양한 초화류를 식재, 향기로운 기운이 가득한 야생초 화원, 산책로와 이어지는 자리에 주변 자연경관을 한눈에 내려다 볼 수 있는 전망 좋은 쉼터 언덕을 조성하였다. Party in La Reine 이국적인 야외수영장에서 생맥주 파티등 다양한 이벤트가 연출된다. Relax in La Reine 필렉스룸 등을 갖춘 호텔급 테라피 시설로 마사지등 다양한 서비스를 제공하며, 레스토랑, 커피숍, 노래방, 오락실 등 다양한 부대편의시설은 편리하게 이용할 수 있다. Fitness In La Reine 최첨단 운동기구가 설치된 헬스센터에서 건강한 육체를 단련할 수 있다.",,http://www.lareine.co.kr,제주특별자치도 제주시 명림로 384,,,가능,,,출입구까지 턱이 없어 휠체어 접근 가능함,,,,,"주출입구는 턱이 없어 휠체어 접근 가능함(자동문,수동문)","장애인 주차장 있음(5대클럽하우스,10대콘도빌리지)_무장애 편의시설",엘리베이터 있음,,,,,,,,,,,,,,,,,,,,,,,,"골프장, 연회장, 클럽하우스, 락카룸, 티하우스, 프로샵",,,,,,,,,,,,,,,,14:00,익일 12:00,불가,레스토랑,51실,,,,,,0647297777,"37형, 50형",,,,,,,,,,,,,,,
7367,에코그린리조트,"에코그린리조트는 제주도 한림읍 귀덕리에 위치해 있으며 호텔급 리조트 객실, 실내풀장이 갖춰진 풀빌라를 겸비한 복합형 테마 리조트 풀빌라이다. 바다와 한라산이 보이도록 디자인된 객실과 더불어 휴향 리조트로 4계절 내내 비즈니스 미팅, 결혼식, 각종모임은 물론 연인, 가족이 함께 즐기기에 손색이 없다. 별관(그린펜션동)신축(에코호텔동) 시설 및 가격은 홈페이지 참조",,http://www.ecogreenresort.com,제주특별자치도 제주시 한림읍 귀덕6길 94,,,주차 가능(90대),장애인 화장실 있음,,출입구까지 경사로가 설치되어 있음,,,,,주출입구는 경사로가 있어 휠체어 접근 가능함,장애인 주차장 있음(3대)_무장애 편의시설,엘리베이터 있음,,,,,,,,,,,지상 3층/지하 1층,,,,최대 550명,,,,,,,,,"노래방, 편의점, 야외/루프탑 수영장, 키즈놀이방, 세미나실, 휴게실, 에코아로마 관리샵(사전예약제)",점자블록 있음(주출입구)_시각장애인 편의시설,,,,,,,,,,http://www.ecogreenresort.com,장애인 객실 있음(1실),,,,15:00,11:00,전 객실 가능,"하영 레스토랑, 실내외 바베큐장(사전예약필수/유료)",103실,,,,,,0647968333,"에코호텔동, 그린펜션동, 리조트동, 풀빌라동",,,,,,,,,,,,,,,
7667,제주아이브리조트,"지루하고 답답한 일상에서 벗어나 상쾌한 피톤치드로 둘러싸인 청정제주의 숲에서 편안한 쉼과 여유로운 추억을 남길 수 있는 제주 아이브리조트는 호텔형 자쿠지 객실과 핀란드산 독채 객실이 있는 유럽형 리조트이다. 기분 좋은 새소리를 들으며 상쾌한 아침을 맞이하고 쏟아지는 별들을 눈에 담을 수 있으며 북으로는 한라산이 감싸 안고 전 객실이 남향으로 배치되어 에메랄드빛 서귀포 앞바다를 향해 있다. 또한 야외 수영장, 실내 거품 욕조, 물품보관소 및 컨시어지 서비스 등 다양한 시설과 서비스를 구비하고 있다. 객실마다 주방용품과 전자레인지가 구비되어 있어 취사도 가능하다.",,http://www.jejuive.com/,제주특별자치도 서귀포시 산록남로 196634 (영남동),,,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,11:00,,,70실,,,,,,,,있음,있음,,,,있음,,,있음,있음,,,,,
7668,비스타리조트,"비스타 리조트는 이태리어원의 전망과 비전을 뜻하는 명사로 미래지향적 가치와 비전을 담은 설계와 건축물로 주변 환경과 조화를 이루며 모든 객실에서 통유리를 통하여 환상적인 제주 바다를 볼 수 있는 큰 장점이 있다. 제주공항 10분 거리에 있으며 이호테우 해수욕장, 도두동 무지개 해안도로와 가까워 여행하기 편리하다. 리조트 내 카페, 비즈니스 센터를 이용할 수 있으며 리조트 옥상에 하늘정원이 있어 바다 뷰를 바라보며 한가로운 풍경을 즐길 수 있다.",,http://www.vistajeju.com/,제주특별자치도 제주시 서해안로 74 (이호일동),,,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,11:00,,,20실,,,,,,,스탠다드 / 프리미엄 / 디럭스 / 슈페리어 / 패밀리,,있음,,,,,,,,,,,,,
7925,롯데리조트부여,"롯데부여리조트는 100만 평 대지 위에 문화와 역사체험, 휴식과 휴양, 놀이와 스포츠 등 개인뿐만 아니라 가족단위의 다양한 활동이 가능한 테마리조트이다. 충청남도에서 추진하는 백제역사문화관광단지의 일환이다. 백제의 옛 도읍지에 위치해 휴양뿐만 아니라 역사적 체험도 즐길 수 있는 곳이다. 환경적 특성으로 기존 부여와 인근 공주지역에 잔존하는 백제유적지에 더하여 충청남도가 조성 중인 역사재현촌과 백제역사문화관의 연계로 백제역사문화관광단지가 완성되었다.",,www.lotteresort.com/buyeo/ko/about,충청남도 부여군 규암면 백제문로 400,,,,,,,"최근에 방문한 국내 숙소중에 제일 좋았습니다. 조식이 정말 맛있고 스파도 좋고 롯데아울렛과도 가까워서 굉장히 편리합니다. 방도 넓고 깨끗하고 침구류도 편합니다 조만간 또 방문하려고 합니다. 롯데리조트 부여입니다. 절대 후회하지 않는 리조트입니다. 멋진 워터파크와 함께 롯데 아울렛이 바로 근처에 있고, 백제문화단지도 근처에 있어서 쉬면서 관광하기 최적의 장소입니다. 객실정보 도움이 많이 되었어요! 주변에 아울렛 백제문화단지도 걸어서 갈 수 있어서 편리한 숙소 같아요! 전통과 현대가 조화롭게 공존하는 매력적인 곳으로서, 미취학 아이들과 물놀이를 하기에 아주 제격인 곳입니다. 50,000원에 바베큐장을 이용하면 숯과 집게, 그릴 식탁과 의자 등을 사용할 수 있어 편리합니다. 이곳에서 1박 후 근처 수륙양용 버스 투어도 추천합니다~*^^*",,,,,,,,,,,,,,,,,지상 6층/지하 1층,,,,,,,,,,,,,,,,,,,,,,,,www.lotteresort.com/buyeo/ko/about,,,,,15:00,11:00,가능(콘도형 객실),"본디마슬(레스토랑), 비베러디쉬(브런치 카페), 봉보야쥬(캐주얼펍), 정경마당(셀프BBQ존), 테이크아웃존(교촌치킨, 미스터피자, 맘초밥, 떡참)",322실,,,,,,0419391000,"디럭스, 패밀리, 스위트, 패밀리(캐릭터), 스위트(캐릭터), 프레지덴셜 스위트, 로얄",,,,,,,,,,,,,,,
7954,농업회사법인주식회사보령은행빵,"농업회사법인 ㈜보령은행빵은 지역 청년들이 설립한 농촌 체험형 디저트 브랜드다. 가을 단풍과 토종 은행나무로 유명한 마을에서 직접 재배한 은행과 양송이를 활용해 은행빵, 쿠키 등 건강한 디저트와 가공품을 생산·판매하고 있다. 또한 은행·양송이 피자 만들기, 팜스테이, 반려견 동반 체험, 땅콩기차, 호밀빨대 만들기, 황토길 걷기, 그림대회, 사진전, 굿즈 판매 등 다양한 프로그램을 운영하며 농촌의 매력과 이야기를 전하고 있다. 계절마다 찾아오는 색다른 즐거움으로 가족, 연인, 친구, 펫팸족 등 모두에게 사랑받는 힐링농촌마을이다.",,,충청남도 보령시 청라면 죽성로 95730,,,주차장 보유 (승용차 기준 100대),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/boryeong_bakery,,,,,14:00,11:00,,,5,,,,,,,한옥 스테이 / 팜핑 / 카라반 / 2인~10인,,,,,,,,,,,,,,,
8099,봉수산자연휴양림&수목원,"봉수산자연휴양림은 예산 예당저수지(예당관광지) 남서쪽 인근에 솟은 봉수산(483m)에 조성된 자연휴양림이다. 2007년에 개장하여 다양한 산림휴양시설을 갖추고 있으며 천연림과 인공림이 조화를 이룬 절경에 각종 야생조수가 서식하고 있는 곳으로 알려져 있다. 휴양림 내에는 1시간부터 3시간 코스까지 다양하면서도 완만한 등산로가 있어 숲속 산책과 등산을 즐길 수 있어 가족 및 동호회 단위의 등산객이 많아지고 있다. 임존성을 둘러보고 봉수산 정상까지 오르는 코스에서는 예당저수지를 한눈에 내려다볼 수 있다. 휴양림 내에는 숙박시설(숲속의 집, 산림문화휴양관)과 물놀이장, 족구장, 세미나실, 숲체험장 등이 마련되어 있다. 인근에는 예당저수지, 봉수산수목원, 의좋은형제공원, 대흥슬로시티, 광시한우거리 등이 있다.",,https://www.foresttrip.go.kr,충청남도 예산군 대흥면 임존성길 153,[일일개장] 09:00~18:00 [숙박시설] 15:00~익일 12:00,연중무휴,가능 (소형 40대),있음(남녀 구분),,출입구까지 경사로가 설치되어 있음,전에 방문했었는데 수목원이라 공기도 좋고 힐링하기 너무 좋아요 답답한 도시에 있다가 가니까 속이 뻥 뚫리는 느낌 주변 가실 일 있으시면 방문해 보세요 추천합니다^^ 예산에 있는 수목원이에요 바로 옆에 곤충생태관도 있고 하늘테크길도 있어서 아이들이랑 수목원 생태관 가볍게 관람하고 산책하기 좋아요 소복하게 눈이 내린 봉수산 자연 휴양림 너무 좋아요~ 숙소도 넓고 깨끗하고 전망이 좋아서 숙소에서 쉬기만해도 좋고 휴양림 산책길도 잘 조성되어있어 걷기 좋았어요. 정말 추천해요! 풍경도 예쁘고 숙소도 쾌적하고 꼭 가보세여!! 미리 예약하고 가면 숙박도 가능합니다 지대가 좀 높아서 차 들고가셔야 해요 지대높은만큼 뷰도 아주 멋집니다 일출보기도 좋아요 고즈넉하고 트랙킹을 즐길 수 있는 좋은 장소였고.. 천천히 즐길 수 있는 산이였어요. 완전 추천임,,,,주출입구는 경사로가 있어 휠체어 접근 가능함,장애인 전용 주차구역 있음(휴양관 1대)_무장애 편의시설,,,,,,,,,,,,,,,,,,,,,,,,"[입장료]  무료 [숲속의 집]  비수기 평일 : 46,000~180,000원  비수기 휴일 및 성수기 : 84,000~280,000원 [산림문화휴양관]  비수기 평일 : 44,000~76,000원  비수기 휴일 및 성수기 : 75,000~126,000원",,,,,,,,,,,,,"장애인 전용 객실 있음(1층 까치관,우선예약은 안됨)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8137,국립 용현자연휴양림,"서산 최고봉인 가야산(678.2m)의 북쪽 줄기는 석문봉(656.8m)을 거쳐 일락산(521.4m)~상왕산(309.6m) 줄기와 옥양봉(621.2m)~수정봉(453.3m)으로 갈라지는데 그 능선 사이에 용현계곡이 있다. 그리고 그 한가운데 자리한 심산유곡의 경치를 자랑하는 국립산림휴양림이 있다. 이곳은 계곡물이 맑고 깨끗하며 참나무류가 울창한 휴양림 내에는 산림문화휴양관 등 숙박시설, 야영장, 숲속교실 등의 시설이 있다. 그리고 능선을 따라 연결되는 등산로와 임도는 서산목장길과 연결되어 산책과 등산이 용이하고 능선 위에서는 멀리 서해 바다를 조망할 수 있다. 이곳은 또한 서산 아라메길, 천년미소길 순환코스의 경유지이기도 하여 연계하여 관광하면 좋다. 그 외에도 주변에 서산 용현리 마애여래삼존상, 서산 보원사지, 개심사, 고풍저수지 등이 있다.",,https://www.foresttrip.go.kr,충청남도 서산시 운산면 마애삼존불길 339, 일일개장 09:00~18:00  숙박 및 야영 15:00~익일 11:00,성수기(7~8월) 이외의 화요일,가능 (소형 100대),장애인 전용 화장실 있음(주차장 안 야외화장실),,출입구까지 경사로가 설치되어 있음,"물이 너무 깨끗해요 주차장에 주차하시고(3000원) 입장료(1000원) 저렴한가격으로 아이들과 물놀이할수 있어요 텐트와 취사는 안되니 먹을것과 돗자리 챙겨가세요 깨끗한 자연을 즐길수있어서 좋았어요. 새벽에 산책로를 따라 걸으니 저절로 몸이 상쾌해졌네요 추천합니다 서산 용현자연휴양림. 봄에는 벚꽃향기,여름의 시원함, 가을 단풍, 겨울 눈꽃여행과 함께하며 특히 휴양림에서 임도따라 통통고개에서 수정봉으로이어지는 백제미소감상후 어죽식사아주 좋아요!",,,숲속체험 / 목재문화체험교실,주출입구는 턱이 없어 휠체어 접근 가능함,장애인 전용 주차구역 있음_무장애 편의시설,,,,야영데크 / 원두막 / 쉼터 / 숲탐방로 / 전망대 등,"30분 이하 무료 / 30~60분 600원 / 이후 30분 당 400원 추가 / 1일 최대 7,000원",,,,,,,,,,,,,,,,,,,"[입장료]  어른 : 개인 1,000원 / 단체 800원  청소년 : 개인 600원 / 단체 500원  어린이 : 개인 300원 / 단체 200원  무료 : 다자녀가정 / 동절기(12월~3월) [숲속의 집]  비수기 평일 75,000~124,000원  비수기 휴일 및 성수기 134,000~208,000원 [휴양관]  비수기 평일 36,000~75,000원  비수기 휴일 및 성수기 60,000~134,000원 [연립동]  비수기 평일 45,000원  비수기 휴일 및 성수기 82,000원 [야영데크]  비수기 평일 15,000원  비수기 휴일 및 성수기 16,500원",,,,,,,,,,,,,장애인 객실 있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8478,동아리조트,"동아리조트는 충남 태안군 안면읍에 자리 잡고 있다. 밧개해수욕장 앞에 위치한 덕분에 여름 휴가철에 찾는 사람이 많다. 리조트에는 펜션형 객실 15개와 모텔형 객실 15개가 마련되어 있다. 부대시설로는 수영장, 트램펄린, 공연장, 바비큐장, 카페, 매점 등이 갖추어져 있다. 리조트에서 남쪽 방향으로 내려가면 꽃지해수욕장, 안면도자연휴양림이 위치해 있다.",,http://www.dongaresort.kr,충청남도 태안군 안면읍 밧개길 1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"수영장, 바베큐장, 공연장, 카페&매점",,,,,,,,,,,http://www.dongaresort.kr,,,,,15:00,11:00,,,30실,,,,,,0416737117,,,,,,,,,,,,,,,,
8479,리츠캐슬 리조트,"리츠캐슬 리조트는 충남 태안군 근흥면 신진도리에 자리 잡고 있다. 리조트에는 호텔형 객실과 콘도형 객실 46개가 마련되어 있다. 모든 객실에서 태안 앞바다를 조망할 수 있다. 부대시설로는 120석 규모의 대연회장을 비롯해 중회의실, 소회의실, 노래방 등이 갖추어져 있다.",,http://ritzcastle.com/,충청남도 태안군 근흥면 마도길 1888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"연회실, 노래방, 회의실",,,,,,,,,,,http://ritzcastle.com/,,,,,14:00,11:00,,,47실,,,,,,0416735727,,,,,,,,,,,,,,,,
8480,레인보우캐슬리조트,"레인보우 캐슬 리조트는 충남 태안군 남면에 자리 잡고 있다. 리조트에는 7개 동에 다양한 유형의 14개 객실이 마련되어 있다. 부대시설로는 개별 바비큐 시설, 족구장, 수영장, 아로니아 체험장 등이 갖추어져 있다. 리조트 주변에는 몽산포해수욕장과 달산포해수욕장이 위치하고 있어 연계 여행에 나서기 수월하다.",,http://xnom2b23gm7dlygs2a400c.com/,충청남도 태안군 남면 몽대로 3337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"야외수영장, 바비큐, 족구장, 트램폴린",,,,,,,,,,,http://xnom2b23gm7dlygs2a400c.com/,,,,,15:00,11:00,,,14실,,,,,,01086774874,,,,,,,,,,,,,,,,
8481,오션힐리조트,"오션힐리조트는 충남 태안군 남면 신온리에 자리 잡고 있다. 리조트에는 투룸형과 복층형으로 이루어진 객실 30개가 마련되어 있다. 반려견 동반 입장이 가능한 객실도 있다. 이 경우 5kg 미만 소형견만 가능하며, 이 가운데 단모종과 스피치는 입실할 수 없다. 부대시설로는 개별 바비큐 시설, 수영장 등이 있다.",,http://xnoy2b93li7djvc97tr6g.com/,충청남도 태안군 남면 곰섬로 43037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17:00,익일 11:00,,,15실,,,,,,,,,,,,,있음,,,,,,,,,
8496,보령 베이스리조트(대천웨스토피아콘도),"보령 베이스 리조트는 충남 보령시 명천동에 자리 잡고 있다. 예전 명칭은 대천 웨스토피아 콘도다. 서해안의 대표적인 관광명소인 대천해수욕장, 대한민국 대표축제로 선정된 보령 머드축제와 함께 관광 보령의 랜드마크로 자리매김 할 보령베이스리조트는 대중형 골프장과 호텔형 콘도를 비롯하여 웰니스센터, 보령베이스 C.C 등의 부대시설을 갖추고 있다. 서해안 관광벨트의 중심도시이며 자연이 아름답게 조화를 이루고 있는 곳에 위치한 보령베이스리조트는 관광 명품도시의 중심이 되기 위해 노력하고 있다. 리조트에는 100개 객실이 마련되어 있으며, 스탠더다드 침대와 온돌, 스위트 침대와 온돌, 로열 침대와 온돌로 나뉜다.",,http://www.boryeongbase.co.kr/,충청남도 보령시 옥마벚길 10,,,,,,,산자락에 위치하여 조용하고 쾌적한 시설이지만 관리가 허술하여 이용하는데 불편이 있습니다. 골프 좋아하시는 분들이 이용하면 좋을것 같아요,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"바베큐장, 웰니스센터, 앨리앤(F&B), 편의시설",,,,,,,,,,,http://www.boryeongbase.co.kr/,,,,,15:00,11:00,,,100실,,,,,,0419393600,"스탠다드, 스위트, 로얄",,,,,,,,,,,,,,,
8497,환상의바다 리조트(환상의바다),"환상의바다 리조트는 충남 보령시 신흑동 대천해수욕장 인근에 자리 잡고 있다. 리조트에는 호텔동 객실과 취사가 가능한 A동, B동, C동, D동 객실이 마련되어 있다. 총 객실 수는 40개다. 리조트 뒤에는 대천 앞바다를 조망할 수 있는 전망대가 설치되어 있어 산책 삼아 둘러보기 좋다.",,http://www.oceanoffantasy.com/,충청남도 보령시 대천항1길 675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.oceanoffantasy.com/,,,,,15:00,11:00,,,40실,,,,,,0419311111,,,,,,,,,,,,,,,,
8518,폰타나리조트,"폰타나리조트는 충남 서산시 팔봉면에 자리 잡고 있다. 폐교를 리모델링한 감성적인 리조트로 객실 11개가 마련되어 있다. 1학년과 2학년 객실은 최대 6명, 3학년 객실은 최대 17명, 4학년 객실은 최대 18명, 5학년 객실은 최대 25명, 6학년 객실은 최대 27명을 수용한다. 20인 이상이 1박 2일 패키지로 예약할 때는 객실과 함께 석식, 조식, 체육시설 이용권이 주어진다.",,http://fontanaresort.co.kr/,충청남도 서산시 팔봉면 팔봉2로 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"스몰웨딩, 캠핑장",,,,,,,,,,,http://fontanaresort.co.kr/,,,,,15:00,11:00,,,11실,,,,,,18001272,,,,,,,,,,,,,,,,
8606,블루오션 리조트,"충남 태안군 남면이 소재한 태안국립공원안에 위치한 블루오션 리조트는 몽산포 해수욕장내에 위치하여 초승달 모양의 백사장과 병풍처럼 둘러싼 송림 1천여평으로 국내 최고의 자연조건이 뛰어난 곳이다. 그 숲에서 퍼져 나오는 소나무의 진향이 서해바다와 오묘한 조화로움을 갖춘 사계절 종합 휴양지 이다. 동부 아시아에서 유일하게 폭 800m~1078m, 길이 10Km의 넓은 모래사장을 이용하여 해양레저 스포츠를 즐길 수 있고,계절마다 나오는 싱싱한 생선회를 저렴한 가격으로 구입하여 객실 또는 야외 가든에서 조개구이 및 회를 먹을 수 있다.",,,충청남도 태안군 남면 몽산포길 161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"매점, 캠프파이어장, 안내데스크, 세미나실(소형/대형), 바베큐장",,,,,,,,,,,,,,,,15:00,익일 11:00,가능,,28실,,,,,,,"온돌형, 침대형",,,,,,,,,,,,,,,
8607,한화리조트 대천파로스,"한화리조트 대천파로스는 화이트와 코발트블루의 조화가 인상적인 산토리니 마을의 모습과 닮아있다. 2011년 리모델링을 통해 꿈과 낭만의 리조트로 한 단계 업그레이드하며 지중해 휴양지의 느낌을 살려냈으며, 리조트 외관 발코니는 원색의 강렬한 컬러로 포인트를 주었고, 내부의 코발트블루빛 인테리어는 지중해의 맑은 바다를 떠오르게 한다. 이와 함께 단순한 여행을 넘어서 신개념 휴식 공간을 제공하기 위해 엔터테인먼트 GIOIA에서 골프와 사격 등 레저를 즐길 수 있으며, Cafe Mona에서는 커피 한 잔의 여유를, 머드 테라피센터에서는 천연 머드팩으로 심신의 휴식을 만끽할 수 있다.",,http://www.hanwharesort.co.kr,충청남도 보령시 해수욕장3길 1110,,,주차 가능,장애인 화장실 있음(1층),,출입구까지 턱이 없어 휠체어 접근 가능함,대천해수욕장 과의 인접성 좋구요 시설도 깔끔하고 좋습니다. 뷰도 좋구요 다만 주말에 엘리베이터 잡기가 너무 힘들어요 객실과 인원어 비해 턱없이 부족한듯합니다 기다리는시간도 길고 고층임에도 사람이 꽉차 기다려도 못타요ㅜㅜ 조식 깔끔하니 괜찮은데 바로바로 채워지지 않아 아쉬웠어요 근데 쌀국수 맛나요 여름 휴가 바닷가 그리고 조개잡이 가능한 대천 너무 좋아요. 대천에서 가장 좋은 숙소는 한화. 근데 좀 낡은 듯해서 아쉬워요. 숙소 맛집 깨끗하고 조용해서 좋아요,,,,주출입구는 턱이 없어 휠체어 접근 가능함(수동문/자동문),장애인 주차장 있음(8대)_무장애 편의시설,엘리베이터 있음,,,,,,,대여가능,,장애인용 욕실 있음(샤워기가 낮게 설치되어 있음) 화장실 긴급통보장치 있음,,지하 1층 ~ 지상 15층,,,,,,,,,,,안내요원 있음(CS매니저가 있어서 자세한 시설안내를 부탁할 수 있음),,"편의점, 코인세탁실","점자블록 있음(주출입구, 계단, 엘리베이터)",,,객실 내에 청각장애인용 초인종 및 화재경보기 있음,,,,,,유도·안내 설비 있음(리조트 내부 곳곳),http://www.hanwharesort.co.kr,장애인 객실 있음(2실),,,," 주말, 연휴, 성수기(여름, 겨울) 15:00  비수기 주중 14:00"," 주말, 연휴, 성수기(여름, 겨울) 11:00  비수기 주중 12:00",가능,"아르떼(조식뷔페), 마리스, 카페 리리스 블루",303실,,,,,,0419315500,"디럭스, 스위트, 로얄",,,,,,,,,,,,,,,
